store_nbr,item_nbr,units,season
15,17,3,spring
15,45,93,spring
15,61,2,spring
16,16,24,spring
16,25,156,spring
16,77,2,spring
17,9,27,spring
17,37,66,spring
17,48,112,spring
18,5,5,spring
18,37,10,spring
18,72,1,spring
19,16,14,spring
19,69,1,spring
19,83,15,spring
20,5,59,spring
20,41,27,spring
21,5,49,spring
21,44,71,spring
22,9,23,spring
22,54,1,spring
22,68,43,spring
23,5,30,spring
23,29,3,spring
23,45,27,spring
24,6,104,spring
24,43,48,spring
24,60,2,spring
25,9,145,spring
25,12,2,spring
25,45,62,spring
26,2,6,spring
26,5,43,spring
26,45,57,spring
27,9,27,spring
27,21,3,spring
27,68,21,spring
28,5,20,spring
28,45,45,spring
29,8,3,spring
29,41,20,spring
29,45,58,spring
30,13,1,spring
30,16,22,spring
30,44,175,spring
30,65,1,spring
31,9,11,spring
31,45,70,spring
31,67,6,spring
32,9,58,spring
32,19,1,spring
32,45,35,spring
32,86,1,spring
33,9,50,spring
33,44,209,spring
34,9,80,spring
34,45,82,spring
34,52,4,spring
35,16,14,spring
35,24,8,spring
35,63,5,spring
35,66,15,spring
36,1,5,spring
36,9,22,spring
36,44,45,spring
37,5,35,spring
37,45,65,spring
38,9,77,spring
38,45,94,spring
38,52,2,spring
38,98,2,spring
39,36,11,spring
40,5,40,spring
40,45,77,spring
40,55,4,spring
41,16,19,spring
41,61,3,spring
41,68,45,spring
42,5,39,spring
42,45,56,spring
42,82,1,spring
43,3,3,spring
43,16,19,spring
43,37,15,spring
44,5,22,spring
44,62,2,spring
44,68,55,spring
44,94,1,spring
45,4,1,spring
45,9,2,spring
45,26,1,spring
1,9,22,spring
1,28,9,spring
2,5,33,spring
2,11,3,spring
2,44,160,spring
3,2,10,spring
3,5,45,spring
3,45,64,spring
4,9,180,spring
4,27,20,spring
4,90,4,spring
4,101,3,spring
5,16,25,spring
5,20,1,spring
5,37,17,spring
6,9,19,spring
6,14,1,spring
6,45,55,spring
7,5,33,spring
7,23,32,spring
8,5,34,spring
8,23,17,spring
8,59,1,spring
9,5,53,spring
9,42,11,spring
9,45,93,spring
10,5,122,spring
10,21,3,spring
10,37,21,spring
10,86,1,spring
11,9,49,spring
11,68,52,spring
11,87,4,spring
12,16,29,spring
12,37,20,spring
12,79,6,spring
13,5,58,spring
13,36,140,spring
14,9,23,spring
14,25,30,spring
14,33,3,spring
15,5,33,spring
15,17,4,spring
15,45,127,spring
15,61,6,spring
16,16,25,spring
16,25,224,spring
17,9,98,spring
17,37,84,spring
17,48,122,spring
18,5,12,spring
18,37,7,spring
18,57,4,spring
19,16,27,spring
19,69,2,spring
19,83,27,spring
20,5,24,spring
20,41,36,spring
20,74,4,spring
21,5,58,spring
21,44,64,spring
21,91,1,spring
22,9,45,spring
22,54,1,spring
22,68,31,spring
23,5,35,spring
23,45,37,spring
23,56,7,spring
24,6,39,spring
24,43,72,spring
24,60,1,spring
24,76,4,spring
25,9,140,spring
25,45,94,spring
26,2,2,spring
26,5,68,spring
26,45,57,spring
27,9,21,spring
27,21,3,spring
27,68,32,spring
28,5,22,spring
28,35,1,spring
28,45,36,spring
29,8,9,spring
29,41,14,spring
29,45,55,spring
30,13,1,spring
30,16,32,spring
30,44,156,spring
31,9,39,spring
31,45,62,spring
31,67,17,spring
31,98,1,spring
32,9,36,spring
32,19,1,spring
32,45,64,spring
32,58,1,spring
33,9,105,spring
33,44,275,spring
34,9,60,spring
34,45,101,spring
34,52,3,spring
35,16,24,spring
35,24,6,spring
35,63,9,spring
35,66,37,spring
36,1,3,spring
36,9,12,spring
36,30,3,spring
36,44,70,spring
37,5,20,spring
37,45,78,spring
38,9,74,spring
38,45,123,spring
38,52,1,spring
39,9,15,spring
39,36,15,spring
39,103,1,spring
40,5,76,spring
40,45,103,spring
40,55,2,spring
41,16,47,spring
41,68,38,spring
42,5,27,spring
42,45,51,spring
43,3,3,spring
43,16,18,spring
43,37,17,spring
44,5,40,spring
44,62,1,spring
44,68,56,spring
44,94,1,spring
45,4,3,spring
45,9,8,spring
45,26,7,spring
1,9,36,spring
1,28,4,spring
2,5,52,spring
2,44,109,spring
3,5,82,spring
3,45,81,spring
4,9,94,spring
4,27,8,spring
4,90,7,spring
4,101,2,spring
5,16,21,spring
5,37,12,spring
6,9,22,spring
6,45,69,spring
7,5,99,spring
7,7,2,spring
7,23,18,spring
8,5,62,spring
8,23,18,spring
8,59,2,spring
8,100,3,spring
9,5,81,spring
9,10,2,spring
9,42,7,spring
9,45,58,spring
10,5,79,spring
10,21,1,spring
10,37,34,spring
11,9,54,spring
11,68,46,spring
11,86,1,spring
11,87,1,spring
12,16,35,spring
12,37,16,spring
12,86,1,spring
13,5,76,spring
13,36,201,spring
14,9,18,spring
14,25,15,spring
14,33,1,spring
14,70,1,spring
15,5,33,spring
15,17,1,spring
15,45,97,spring
16,16,14,spring
16,25,138,spring
17,9,114,spring
17,37,61,spring
17,48,124,spring
17,71,2,spring
18,5,2,spring
18,37,16,spring
19,16,10,spring
19,69,1,spring
19,83,4,spring
20,5,51,spring
20,18,2,spring
20,41,33,spring
20,74,1,spring
21,5,20,spring
21,44,67,spring
21,91,1,spring
22,9,54,spring
22,68,36,spring
23,5,18,spring
23,29,3,spring
23,45,34,spring
24,6,61,spring
24,43,81,spring
24,60,2,spring
24,76,1,spring
25,9,124,spring
25,12,2,spring
25,45,56,spring
26,5,45,spring
26,45,43,spring
27,9,28,spring
27,21,1,spring
27,68,23,spring
28,5,10,spring
28,35,1,spring
28,45,33,spring
29,8,27,spring
29,41,30,spring
29,45,40,spring
30,16,24,spring
30,44,128,spring
31,9,23,spring
31,45,75,spring
31,67,13,spring
32,9,27,spring
32,45,43,spring
32,58,2,spring
33,9,82,spring
33,44,179,spring
33,92,3,spring
34,9,80,spring
34,45,67,spring
34,52,1,spring
35,16,24,spring
35,66,17,spring
36,9,28,spring
36,30,1,spring
36,44,52,spring
37,5,29,spring
37,45,43,spring
38,9,85,spring
38,45,74,spring
38,98,1,spring
39,9,2,spring
39,36,29,spring
40,5,55,spring
40,45,78,spring
41,16,26,spring
41,68,52,spring
42,5,15,spring
42,45,41,spring
42,82,1,spring
43,16,14,spring
43,37,10,spring
44,5,31,spring
44,62,3,spring
44,68,48,spring
44,94,2,spring
45,9,36,spring
45,26,3,spring
1,9,23,spring
1,28,2,spring
4,9,128,spring
4,27,17,spring
4,90,2,spring
4,101,5,spring
5,16,22,spring
5,20,3,spring
5,37,22,spring
9,5,71,spring
9,42,9,spring
9,45,91,spring
10,5,75,spring
10,21,1,spring
10,37,14,spring
11,9,62,spring
11,61,4,spring
11,68,25,spring
11,87,4,spring
12,16,41,spring
12,37,9,spring
12,79,5,spring
12,86,1,spring
14,9,14,spring
14,25,24,spring
14,33,1,spring
14,70,1,spring
15,5,70,spring
15,45,102,spring
16,16,36,spring
16,25,182,spring
18,5,74,spring
18,37,21,spring
18,57,3,spring
18,72,2,spring
19,16,10,spring
19,69,2,spring
19,83,8,spring
19,88,1,spring
21,5,75,spring
21,44,130,spring
22,9,44,spring
22,68,54,spring
23,5,50,spring
23,45,42,spring
23,56,2,spring
24,6,68,spring
24,43,46,spring
24,60,3,spring
25,9,184,spring
25,45,66,spring
26,5,46,spring
26,45,65,spring
27,9,82,spring
27,21,2,spring
27,68,25,spring
29,8,27,spring
29,41,30,spring
29,45,69,spring
29,56,5,spring
30,16,41,spring
30,44,173,spring
31,9,90,spring
31,45,92,spring
31,67,14,spring
32,9,35,spring
32,19,2,spring
32,45,69,spring
32,58,2,spring
33,9,210,spring
33,44,397,spring
34,9,62,spring
34,31,2,spring
34,45,119,spring
34,52,4,spring
35,16,36,spring
35,24,7,spring
35,66,16,spring
37,5,53,spring
37,45,49,spring
39,9,5,spring
39,36,9,spring
40,5,51,spring
40,45,58,spring
41,16,46,spring
41,61,3,spring
41,68,27,spring
41,86,1,spring
43,16,36,spring
43,37,10,spring
43,73,3,spring
44,5,52,spring
44,68,35,spring
45,9,39,spring
45,26,6,spring
1,9,38,spring
1,28,3,spring
4,9,39,spring
4,27,8,spring
4,90,2,spring
5,16,13,spring
5,20,2,spring
5,37,8,spring
9,5,27,spring
9,42,4,spring
9,45,58,spring
10,5,83,spring
10,21,1,spring
10,37,16,spring
11,9,40,spring
11,68,34,spring
11,86,2,spring
11,87,3,spring
12,16,34,spring
12,37,12,spring
12,79,3,spring
14,9,24,spring
14,25,38,spring
15,5,66,spring
15,17,2,spring
15,45,85,spring
15,61,2,spring
16,16,34,spring
16,25,171,spring
18,5,30,spring
18,37,12,spring
18,72,1,spring
19,16,7,spring
19,69,1,spring
19,83,6,spring
19,88,3,spring
21,5,23,spring
21,44,71,spring
22,9,34,spring
22,54,2,spring
22,68,47,spring
23,5,38,spring
23,29,2,spring
23,45,34,spring
24,6,54,spring
24,43,28,spring
25,9,144,spring
25,45,79,spring
26,5,15,spring
26,45,53,spring
27,9,49,spring
27,21,1,spring
27,68,29,spring
29,8,32,spring
29,41,17,spring
29,45,67,spring
30,13,1,spring
30,16,80,spring
30,44,227,spring
31,9,91,spring
31,45,63,spring
31,67,6,spring
31,98,1,spring
32,9,23,spring
32,19,2,spring
32,45,47,spring
33,9,123,spring
33,44,169,spring
33,85,4,spring
34,9,90,spring
34,45,83,spring
34,52,3,spring
35,16,19,spring
35,24,8,spring
35,66,18,spring
37,5,38,spring
37,45,63,spring
39,9,4,spring
39,36,16,spring
39,103,1,spring
40,5,27,spring
40,45,49,spring
41,16,43,spring
41,61,5,spring
41,68,14,spring
43,16,33,spring
43,37,7,spring
44,5,20,spring
44,68,22,spring
44,94,3,spring
45,9,9,spring
45,26,3,spring
1,9,31,spring
1,28,2,spring
4,9,128,spring
4,27,14,spring
4,90,5,spring
5,16,15,spring
5,20,1,spring
5,37,9,spring
9,5,31,spring
9,42,13,spring
9,45,52,spring
10,5,86,spring
10,37,16,spring
11,9,30,spring
11,61,3,spring
11,68,39,spring
11,87,1,spring
12,16,33,spring
12,37,8,spring
14,25,14,spring
14,70,1,spring
15,5,48,spring
15,17,1,spring
15,45,92,spring
15,61,1,spring
16,16,30,spring
16,25,139,spring
18,5,15,spring
18,37,12,spring
18,57,1,spring
18,72,1,spring
19,16,11,spring
19,69,2,spring
19,83,5,spring
21,5,63,spring
21,44,56,spring
21,91,2,spring
22,9,31,spring
22,68,40,spring
23,5,33,spring
23,45,33,spring
23,56,2,spring
24,6,23,spring
24,43,39,spring
25,9,101,spring
25,45,59,spring
26,5,49,spring
26,45,57,spring
27,9,37,spring
27,21,1,spring
27,68,25,spring
27,80,1,spring
29,8,32,spring
29,41,16,spring
29,45,55,spring
29,56,1,spring
30,13,2,spring
30,16,102,spring
30,44,237,spring
30,65,2,spring
31,9,60,spring
31,45,66,spring
31,67,10,spring
31,98,2,spring
32,9,68,spring
32,45,39,spring
33,9,56,spring
33,44,157,spring
33,92,1,spring
34,9,35,spring
34,31,1,spring
34,45,115,spring
35,16,19,spring
35,24,1,spring
35,66,15,spring
37,5,72,spring
37,45,73,spring
37,53,2,spring
39,9,4,spring
39,36,3,spring
40,5,30,spring
40,45,46,spring
41,16,67,spring
41,61,8,spring
41,68,21,spring
41,86,2,spring
43,16,38,spring
43,37,8,spring
44,5,22,spring
44,68,51,spring
44,94,1,spring
45,9,15,spring
45,26,2,spring
1,9,12,spring
1,28,12,spring
4,9,101,spring
4,27,10,spring
4,90,1,spring
5,16,23,spring
5,20,3,spring
5,37,10,spring
9,5,32,spring
9,10,1,spring
9,42,10,spring
9,45,73,spring
10,5,131,spring
10,37,20,spring
10,86,4,spring
11,9,55,spring
11,68,34,spring
11,87,3,spring
12,16,38,spring
12,37,8,spring
14,9,2,spring
14,25,35,spring
14,33,1,spring
15,5,66,spring
15,17,3,spring
15,45,102,spring
15,61,3,spring
16,16,40,spring
16,25,141,spring
18,5,1,spring
18,37,11,spring
19,16,10,spring
19,69,1,spring
19,75,3,spring
19,83,7,spring
21,5,44,spring
21,44,67,spring
22,9,67,spring
22,68,50,spring
23,5,35,spring
23,45,25,spring
23,56,1,spring
24,6,37,spring
24,43,43,spring
24,60,1,spring
25,9,57,spring
25,45,69,spring
26,5,62,spring
26,45,51,spring
27,9,58,spring
27,21,2,spring
27,68,34,spring
27,80,2,spring
29,8,7,spring
29,41,14,spring
29,45,67,spring
29,56,1,spring
30,16,47,spring
30,44,150,spring
31,9,28,spring
31,45,67,spring
31,67,7,spring
32,9,28,spring
32,19,2,spring
32,45,32,spring
32,58,1,spring
33,9,94,spring
33,44,273,spring
33,92,2,spring
34,9,30,spring
34,45,87,spring
34,52,2,spring
35,16,21,spring
35,24,3,spring
35,66,14,spring
37,5,39,spring
37,45,41,spring
39,9,7,spring
39,36,7,spring
40,5,20,spring
40,45,68,spring
41,16,44,spring
41,68,15,spring
41,86,1,spring
43,16,34,spring
43,37,5,spring
43,73,2,spring
44,5,21,spring
44,62,1,spring
44,68,33,spring
44,94,2,spring
45,9,25,spring
45,26,4,spring
1,9,64,spring
1,28,15,spring
1,89,1,spring
4,9,197,spring
4,27,10,spring
5,16,21,spring
5,20,2,spring
5,32,2,spring
5,37,14,spring
9,5,69,spring
9,42,11,spring
9,45,62,spring
10,5,156,spring
10,21,2,spring
10,37,18,spring
11,9,23,spring
11,68,40,spring
11,86,2,spring
11,87,1,spring
12,16,38,spring
12,37,13,spring
12,86,1,spring
14,9,5,spring
14,25,18,spring
14,33,1,spring
15,5,46,spring
15,45,83,spring
15,61,2,spring
16,16,22,spring
16,25,192,spring
18,5,37,spring
18,37,10,spring
19,16,35,spring
19,69,4,spring
19,75,1,spring
19,83,6,spring
21,5,54,spring
21,44,103,spring
21,91,1,spring
22,9,85,spring
22,68,30,spring
23,5,22,spring
23,29,1,spring
23,45,24,spring
23,56,1,spring
24,6,37,spring
24,43,80,spring
24,76,2,spring
25,9,88,spring
25,45,71,spring
26,5,108,spring
26,45,58,spring
27,9,26,spring
27,68,48,spring
29,8,25,spring
29,41,27,spring
29,45,44,spring
29,56,1,spring
30,13,4,spring
30,16,55,spring
30,44,234,spring
30,65,1,spring
31,9,55,spring
31,45,96,spring
31,67,8,spring
32,9,55,spring
32,19,2,spring
32,45,36,spring
32,58,6,spring
33,9,122,spring
33,44,342,spring
33,92,5,spring
34,9,85,spring
34,45,107,spring
34,52,1,spring
34,84,1,spring
35,16,24,spring
35,24,7,spring
35,66,20,spring
37,5,30,spring
37,45,44,spring
37,53,1,spring
39,36,11,spring
40,5,18,spring
40,45,67,spring
41,16,60,spring
41,61,2,spring
41,68,23,spring
41,86,2,spring
43,16,49,spring
43,37,17,spring
43,73,3,spring
44,5,62,spring
44,62,1,spring
44,68,41,spring
45,4,3,spring
45,9,15,spring
45,26,9,spring
1,9,34,spring
1,28,10,spring
4,9,82,spring
4,27,16,spring
4,90,1,spring
5,16,28,spring
5,20,2,spring
5,32,1,spring
5,37,25,spring
7,5,28,spring
7,23,21,spring
8,5,24,spring
8,23,8,spring
8,59,3,spring
9,5,25,spring
9,42,12,spring
9,45,62,spring
10,5,90,spring
10,21,2,spring
10,37,28,spring
11,9,48,spring
11,61,1,spring
11,68,46,spring
11,87,3,spring
12,16,49,spring
12,37,22,spring
13,5,93,spring
13,36,95,spring
14,9,71,spring
14,25,28,spring
15,5,40,spring
15,17,1,spring
15,45,130,spring
15,61,1,spring
15,86,1,spring
16,16,36,spring
16,25,172,spring
18,5,6,spring
18,37,18,spring
18,57,1,spring
19,16,17,spring
19,69,6,spring
19,75,1,spring
19,83,27,spring
19,88,1,spring
21,5,133,spring
21,44,103,spring
21,91,2,spring
22,9,58,spring
22,54,1,spring
22,68,30,spring
23,5,22,spring
23,29,1,spring
23,45,32,spring
23,56,4,spring
24,6,49,spring
24,43,48,spring
24,60,1,spring
25,9,189,spring
25,12,1,spring
25,45,92,spring
25,84,2,spring
26,5,25,spring
26,45,60,spring
27,9,3,spring
27,21,2,spring
27,68,29,spring
29,8,22,spring
29,41,17,spring
29,45,70,spring
31,9,57,spring
31,45,110,spring
31,67,11,spring
31,98,1,spring
32,9,15,spring
32,19,1,spring
32,45,55,spring
32,86,1,spring
33,9,93,spring
33,44,246,spring
34,9,93,spring
34,31,1,spring
34,45,107,spring
34,52,2,spring
35,16,24,spring
35,24,5,spring
35,66,28,spring
37,5,53,spring
37,45,62,spring
39,9,1,spring
39,36,12,spring
40,5,55,spring
40,45,83,spring
40,55,3,spring
41,16,75,spring
41,61,6,spring
41,68,38,spring
43,16,20,spring
43,37,18,spring
43,73,1,spring
44,5,59,spring
44,62,1,spring
44,68,58,spring
45,9,8,spring
45,26,5,spring
1,9,46,spring
1,28,12,spring
4,9,189,spring
4,27,6,spring
4,90,2,spring
5,16,20,spring
5,20,1,spring
5,37,29,spring
7,5,73,spring
7,23,29,spring
8,5,21,spring
8,23,13,spring
8,59,1,spring
8,100,1,spring
9,5,45,spring
9,10,4,spring
9,42,8,spring
9,45,80,spring
10,5,90,spring
10,21,1,spring
10,37,34,spring
11,9,45,spring
11,61,1,spring
11,68,59,spring
11,86,1,spring
11,87,4,spring
12,16,55,spring
12,37,13,spring
12,79,1,spring
13,5,116,spring
13,36,109,spring
14,9,19,spring
14,25,14,spring
14,33,1,spring
14,70,2,spring
15,5,91,spring
15,17,1,spring
15,45,179,spring
16,16,37,spring
16,25,147,spring
16,77,9,spring
17,9,194,spring
17,37,137,spring
17,48,152,spring
17,71,1,spring
18,5,14,spring
18,37,31,spring
18,57,1,spring
18,72,1,spring
19,16,35,spring
19,69,2,spring
19,83,11,spring
21,5,58,spring
21,44,71,spring
22,9,73,spring
22,54,1,spring
22,68,32,spring
23,5,36,spring
23,29,4,spring
23,45,42,spring
24,6,130,spring
24,43,63,spring
25,9,244,spring
25,45,138,spring
26,2,7,spring
26,5,78,spring
26,45,54,spring
27,9,55,spring
27,21,2,spring
27,68,35,spring
27,80,3,spring
29,8,3,spring
29,41,25,spring
29,45,52,spring
29,56,3,spring
31,9,91,spring
31,45,102,spring
31,67,17,spring
32,9,29,spring
32,19,1,spring
32,45,95,spring
33,9,196,spring
33,44,217,spring
34,9,29,spring
34,45,105,spring
34,52,2,spring
35,16,32,spring
35,63,9,spring
35,66,22,spring
36,9,61,spring
36,30,1,spring
36,44,58,spring
37,5,61,spring
37,45,81,spring
37,53,1,spring
39,9,4,spring
39,36,9,spring
40,5,82,spring
40,45,113,spring
40,55,1,spring
41,16,69,spring
41,61,1,spring
41,68,36,spring
43,3,2,spring
43,16,59,spring
43,37,16,spring
43,73,1,spring
44,5,30,spring
44,68,71,spring
44,94,1,spring
45,4,1,spring
45,9,8,spring
45,26,2,spring
1,9,38,spring
1,28,6,spring
4,9,217,spring
4,27,20,spring
4,90,1,spring
5,16,1,spring
5,32,1,spring
5,37,15,spring
7,5,124,spring
7,23,14,spring
8,5,40,spring
8,23,5,spring
8,100,5,spring
9,5,62,spring
9,42,11,spring
9,45,60,spring
10,5,57,spring
10,21,2,spring
10,37,24,spring
11,9,18,spring
11,61,1,spring
11,68,36,spring
12,16,35,spring
12,37,16,spring
12,79,4,spring
13,5,120,spring
13,36,88,spring
14,9,3,spring
14,25,12,spring
14,70,2,spring
15,5,124,spring
15,45,122,spring
15,61,3,spring
16,16,33,spring
16,25,126,spring
16,77,2,spring
17,9,169,spring
17,37,81,spring
17,48,110,spring
18,5,13,spring
18,37,13,spring
18,72,1,spring
19,16,10,spring
19,69,5,spring
19,83,4,spring
21,5,100,spring
21,44,80,spring
22,9,54,spring
22,54,2,spring
22,68,36,spring
23,5,57,spring
23,29,5,spring
23,45,51,spring
24,6,32,spring
24,43,66,spring
24,60,1,spring
25,9,164,spring
25,12,2,spring
25,45,114,spring
26,2,5,spring
26,5,42,spring
26,45,43,spring
27,9,25,spring
27,21,2,spring
27,68,29,spring
27,80,4,spring
29,8,24,spring
29,41,31,spring
29,45,64,spring
31,9,32,spring
31,45,62,spring
31,67,16,spring
32,9,96,spring
32,19,2,spring
32,45,92,spring
32,86,1,spring
33,9,60,spring
33,44,176,spring
34,9,50,spring
34,45,96,spring
35,16,21,spring
35,24,11,spring
35,63,7,spring
35,66,19,spring
36,1,2,spring
36,9,25,spring
36,30,1,spring
36,44,58,spring
37,5,69,spring
37,45,64,spring
39,9,1,spring
39,36,10,spring
40,5,99,spring
40,45,102,spring
40,55,1,spring
41,16,61,spring
41,61,1,spring
41,68,19,spring
43,3,2,spring
43,16,54,spring
43,37,13,spring
44,5,27,spring
44,62,3,spring
44,68,25,spring
45,9,28,spring
45,26,5,spring
1,9,41,spring
1,28,5,spring
4,9,148,spring
4,27,11,spring
5,16,22,spring
5,20,1,spring
5,37,6,spring
7,5,70,spring
7,23,14,spring
8,5,10,spring
8,23,8,spring
8,59,1,spring
8,100,2,spring
9,5,22,spring
9,42,5,spring
9,45,43,spring
10,5,167,spring
10,37,14,spring
10,86,1,spring
11,9,31,spring
11,68,23,spring
11,86,2,spring
11,87,6,spring
12,16,26,spring
12,37,18,spring
13,5,53,spring
13,36,71,spring
14,9,18,spring
14,25,43,spring
14,70,1,spring
15,5,55,spring
15,45,92,spring
15,61,1,spring
16,16,16,spring
16,25,106,spring
17,9,460,spring
17,37,87,spring
17,48,109,spring
17,71,1,spring
18,5,16,spring
18,37,13,spring
18,57,2,spring
19,16,12,spring
19,69,1,spring
19,75,1,spring
19,83,2,spring
21,5,32,spring
21,44,78,spring
21,91,1,spring
22,9,121,spring
22,68,44,spring
22,78,1,spring
23,5,44,spring
23,29,3,spring
23,45,31,spring
23,56,1,spring
24,6,45,spring
24,43,57,spring
24,60,4,spring
25,9,52,spring
25,45,63,spring
25,84,1,spring
26,2,4,spring
26,5,34,spring
26,45,43,spring
27,9,51,spring
27,21,1,spring
27,68,30,spring
29,8,26,spring
29,41,20,spring
29,45,64,spring
31,9,72,spring
31,45,59,spring
31,67,7,spring
32,9,18,spring
32,45,26,spring
33,9,74,spring
33,44,217,spring
34,9,85,spring
34,45,77,spring
34,52,1,spring
35,16,10,spring
35,24,14,spring
35,63,2,spring
35,66,12,spring
36,1,1,spring
36,9,28,spring
36,44,51,spring
37,5,22,spring
37,45,18,spring
39,9,2,spring
39,36,7,spring
40,5,35,spring
40,45,44,spring
40,55,3,spring
41,16,56,spring
41,68,28,spring
43,16,53,spring
43,37,13,spring
44,5,53,spring
44,62,4,spring
44,68,39,spring
44,94,2,spring
45,4,1,spring
45,9,4,spring
45,26,3,spring
1,9,84,spring
1,28,3,spring
4,9,185,spring
4,27,15,spring
4,90,2,spring
5,16,23,spring
5,20,1,spring
5,37,7,spring
7,5,55,spring
7,23,18,spring
8,5,19,spring
8,23,11,spring
8,59,3,spring
9,5,77,spring
9,42,8,spring
9,45,51,spring
10,5,35,spring
10,21,1,spring
10,37,13,spring
11,9,25,spring
11,68,44,spring
11,87,1,spring
12,16,27,spring
12,37,12,spring
12,79,2,spring
13,5,24,spring
13,36,62,spring
14,9,15,spring
14,25,10,spring
14,70,3,spring
15,5,73,spring
15,17,1,spring
15,45,91,spring
15,61,5,spring
16,16,17,spring
16,25,130,spring
16,77,3,spring
17,9,171,spring
17,37,64,spring
17,48,107,spring
18,5,23,spring
18,37,18,spring
18,57,2,spring
18,72,2,spring
19,16,17,spring
19,69,2,spring
19,83,6,spring
19,88,3,spring
21,5,19,spring
21,44,99,spring
22,9,41,spring
22,68,27,spring
22,78,5,spring
23,5,47,spring
23,29,1,spring
23,45,34,spring
24,6,74,spring
24,43,53,spring
24,60,3,spring
24,76,2,spring
25,9,146,spring
25,45,63,spring
26,2,11,spring
26,5,36,spring
26,45,66,spring
27,9,35,spring
27,21,2,spring
27,68,22,spring
29,8,44,spring
29,41,38,spring
29,45,73,spring
31,9,112,spring
31,45,95,spring
31,67,8,spring
31,98,1,spring
32,9,33,spring
32,45,51,spring
33,9,197,spring
33,44,277,spring
34,9,88,spring
34,45,124,spring
34,52,1,spring
35,16,27,spring
35,24,8,spring
35,66,14,spring
36,1,5,spring
36,9,32,spring
36,44,53,spring
37,5,63,spring
37,45,44,spring
39,9,14,spring
39,36,6,spring
39,103,1,spring
40,5,50,spring
40,45,54,spring
40,55,2,spring
41,16,52,spring
41,68,20,spring
41,86,3,spring
43,16,37,spring
43,37,9,spring
44,5,18,spring
44,68,37,spring
44,94,2,spring
45,9,19,spring
45,26,9,spring
1,9,29,spring
1,28,5,spring
4,9,134,spring
4,27,11,spring
7,5,78,spring
7,23,26,spring
8,5,10,spring
8,23,6,spring
8,100,4,spring
9,5,21,spring
9,42,18,spring
9,45,40,spring
12,16,34,spring
12,37,9,spring
12,79,1,spring
13,5,62,spring
13,36,64,spring
14,9,8,spring
14,25,9,spring
14,70,1,spring
15,5,12,spring
15,45,75,spring
15,61,2,spring
16,16,24,spring
16,25,135,spring
16,77,1,spring
17,9,239,spring
17,37,91,spring
17,48,108,spring
17,71,1,spring
18,5,7,spring
18,37,17,spring
19,16,15,spring
19,69,1,spring
19,83,5,spring
21,5,71,spring
21,44,70,spring
